source_row,tweet,tweet_label,_label_norm,keyword,subjects_scored
543214,"#Punjab is mobilizing big time, to protest against #FarmLaws, the entire populace is ready to fight tooth &amp; nail, ready to face the Center, be it the 5 Nov ""chakka jaam"" across India, or the ""Delhi Chalo"" program on 26~27 Nov. Perplexing, that Center is still not initiating talks https://t.co/3ATxCie36r",Pro OPP,pro opposition,farm laws,"[{'text': 'punjab', 'score': 0.4418}, {'text': 'protest', 'score': 0.4102}, {'text': 'tooth', 'score': 0.1156}]"
2844212,"Today At 6PM

Webinar on ""Farm Laws And The Road Ahead""

@_YogendraYadav 
@Jayati1609 
Chander Uday Singh
@seemay 
@bansalavani 

https://t.co/hGzHbC5GpE

#FarmLaws 
#farmersrprotest",Pro OPP,pro opposition,farm laws,"[{'text': 'farmers', 'score': 0.5819}, {'text': 'protest', 'score': 0.433}, {'text': 'jayati1609', 'score': 0.2618}]"
37919,"Amidst protests by Punjab farmers against the farm laws, farmers from various States request the centre not to repeal them

https://t.co/FgeGoksQcK",Pro Ruling,pro ruling,farm laws,"[{'text': 'farmers', 'score': 0.4671}, {'text': 'protests', 'score': 0.2326}, {'text': 'not', 'score': 0.2008}]"
600277,"This year cost of production of wheat is Rs 2,083/quintal, &amp; Center has announced Rs 1,975/qt as the Min Support Price, which benifits only 10-15% farmers.

How will, the much parroted #FarmLaws address this loot of farmers ?

Diverting the real issues, seems to be the grand plan https://t.co/Sha2dGpzi6",Pro OPP,pro opposition,farm laws,"[{'text': 'wheat', 'score': 0.5759}, {'text': 'cost', 'score': 0.4398}, {'text': 'center', 'score': 0.0515}]"
692963,"Invoking Ganga, PM @narendramodi says farm laws enacted with right intent, slams opposition
https://t.co/lOhMvjCd07",Pro Ruling,pro ruling,farm laws,"[{'text': 'farm', 'score': 0.4156}, {'text': 'narendramodi', 'score': 0.4117}, {'text': 'opposition', 'score': 0.284}]"
1224931,The fifth round of talks between the government and farmers over the contentious farm laws underway. https://t.co/9I9LDcELsG,Pro OPP,pro opposition,farm laws,"[{'text': 'talks', 'score': 0.4912}, {'text': 'farmers', 'score': 0.4383}, {'text': 'government', 'score': 0.2838}]"
89876,"Visuals coming in from #Uttarakhand: Protesters against the #FarmLaws2020 try and break a barricade with a tractor 

#FarmersProtest https://t.co/wO3dXXzZB1",Pro OPP,pro opposition,farm laws,"[{'text': 'protesters', 'score': 0.5788}, {'text': 'tractor', 'score': 0.4314}, {'text': 'break', 'score': 0.2022}]"
932321,"Darshan Pal

Party: CPI(Maoist)
Background: State convenor of AIKSCC

#FarmerPolitics #FarmersProtest #FarmLaws2020 #FarmerBill2020 #FarmersWithModi https://t.co/0rlFAzN5cK",Pro Ruling,pro ruling,farm laws,"[{'text': 'farmers', 'score': 0.6288}, {'text': 'protest', 'score': 0.3561}, {'text': 'bill2020', 'score': 0.2107}]"
388408,"Rahul Gandhi says ""Farmers won't leave, PM must know this"" after meeting President over farm laws https://t.co/WWB060jO3K",Pro OPP,pro opposition,farm laws,"[{'text': 'farmers', 'score': 0.5119}, {'text': 'leave', 'score': 0.3248}, {'text': 'president', 'score': 0.3067}]"
4460440,"#Verified

👉On #MahilaKisanDiwas, 11 women on hunger strike

👉One of them seen reading today's newspaper

👉In front of them are palm prints of other #WomenFarmersAgainstFarmlaws 

👉Names- Rajbala, Parmeshwari, Gita, Ashwini, Lata, Saku,  Shobabai,  Mangal, Vanu,  Kammu, Durga https://t.co/7hxln8HQzL",Pro OPP,pro opposition,farm laws,"[{'text': 'women', 'score': 0.5}, {'text': 'strike', 'score': 0.422}, {'text': 'farmers', 'score': 0.3574}]"
2063958,"#मोदी_किसान_विरोधी has no courage for several months, to personally meet and talk to farmers on his #AdaniAmbaniFarmLaws https://t.co/6O6bMCZsRf",Pro OPP,pro opposition,farm laws,"[{'text': 'farmers', 'score': 0.4856}, {'text': 'courage', 'score': 0.3508}, {'text': 'meet', 'score': 0.2844}]"
4525482,I welcome Prime Minister @narendramodi's decision to repeal the #FarmLaws. I urge all the farmers to end their protest and to go back to their homes says Ashok Kumar Sharma from Jammu https://t.co/Mjy21UwrIz,Pro Ruling,pro ruling,farm laws,"[{'text': 'farmers', 'score': 0.4878}, {'text': 'narendramodi', 'score': 0.3846}, {'text': 'repeal', 'score': 0.3683}]"
931600,"Kavita Kuruganti

Party: AIKSCC
Background: Social activist who runs two NGOs

Falsely accused Former Chief Justice Ranjan Gogoi of sexual harassment

#FarmLaws2020 #FarmerBill2020 #FarmersWithModi #FarmerPolitics https://t.co/BN6joQFKTw",Pro Ruling,pro ruling,farm laws,"[{'text': 'harassment', 'score': 0.4246}, {'text': 'farmers', 'score': 0.3671}, {'text': 'bill2020', 'score': 0.12}]"
2784341,"Contrary to what govt claimed in #SC, Agriculture Ministry said in #RTI responses that it did not have any information about any such meetings or consultations with farmers, experts or farmers’ unions. #FarmersProtest #FarmLaws @ashlinpmathew https://t.co/yPA7GxFbaD",Pro OPP,pro opposition,farm laws,"[{'text': 'farmers', 'score': 0.4298}, {'text': 'consultations', 'score': 0.2649}, {'text': 'ashlinpmathew', 'score': 0.1993}]"
2065938,Rahul Gandhi Drives Tractor In Heart Of Delhi To Protest Farm Laws https://t.co/qQjqMSxQ83 https://t.co/Qow4P1esXT,Pro OPP,pro opposition,farm laws,"[{'text': 'tractor', 'score': 0.4653}, {'text': 'protest', 'score': 0.2607}, {'text': 'delhi', 'score': 0.1981}]"
