source_row,tweet,tweet_label,_label_norm,keyword,subjects_scored
5695191,"Shri @RahulGandhi Ji arrives in Kanyakumari to launch the historic #BharatJodoYatra.

The nationwide movement has begun, its time to unite India https://t.co/TQNe0cRDb5",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5461}, {'text': 'launch', 'score': 0.3093}, {'text': 'time', 'score': 0.1675}]"
1546483,Had suggested this in 2017 when @rahulgandhi was coronated as King by him Mummy.. frankly the entire Vadra clan knows it is so meritless &amp; talentless that it would never be in a public debate with a talented person! See the kind of people Sonia gives interviews too!! https://t.co/Pd7yKeeu2I,Pro Ruling,pro ruling,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4974}, {'text': 'coronated', 'score': 0.4176}, {'text': 'talentless', 'score': 0.3222}]"
5686360,"@RahulGandhi interacted with Kerala Kasavu Silk weavers from Balaramapuram, today.
#BharatJodoYatra https://t.co/67fA33nnni",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.6197}, {'text': 'weavers', 'score': 0.5157}, {'text': 'interacted', 'score': 0.3312}]"
1930018,"Absolute lie. @RahulGandhi said @PMOIndia “is a coward, spitting on the sacrifice of our Army” Don’t conflate the Army with the Bjp https://t.co/FzAhRBEkob",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4657}, {'text': 'coward', 'score': 0.4043}, {'text': 'army', 'score': 0.3407}]"
209749,The IT cell handles are claiming that @RahulGandhi was not attacked by the UP police. That he was indulging in theatrics Just like the Hathras teen wasn’t raped https://t.co/mOn3CyXL6X,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.453}, {'text': 'raped', 'score': 0.2801}, {'text': 'handles', 'score': 0.1079}]"
6229412,Few coolies from Delhi Sarai Rohilla station sharing their problems with Shri @RahulGandhi  ji 🥺 https://t.co/18M7GcTMIn,Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5392}, {'text': 'coolies', 'score': 0.4119}, {'text': 'station', 'score': 0.3673}]"
5377261,"Mr @RahulGandhi reaches his residence in #Delhi 

Mr Gandhi is all set to address Congress’ #MehengaiPeHallaBol today later in the day https://t.co/kbIcclNAKG",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.4593}, {'text': 'congress', 'score': 0.3444}, {'text': 'residence', 'score': 0.3397}]"
844614,"@RahulGandhi @johnanil97 True.. many of us who are privileged keep our eyes wide shut to caste discrimination/atrocities &amp; pretend it does not exist. Many others are disguised reactionaries, who cheer on champions of ManuSmriti from the Sangh &amp; their anti-reservationist stooges. The inhumanity remains.",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5573}, {'text': 'discrimination', 'score': 0.3765}, {'text': 'pretend', 'score': 0.257}]"
6368231,"Sanghis and bhakts call @RahulGandhi ""pappu"" because he has a brain. He is intelligent. If he didn't have a brain the sanghis would have worshipped him.",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5131}, {'text': 'brain', 'score': 0.4422}, {'text': 'didn', 'score': 0.1556}]"
3167926,"@RahulGandhi Time for some social justice.

#GetTheSanghisOut https://t.co/kI8NPNt3Ew",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.591}, {'text': 'justice', 'score': 0.4237}, {'text': 'out', 'score': 0.3097}]"
2013105,"“... Despite propagating that Rahul Gandhi is a weak leader, @RahulGandhi is still standing and attacking the Government at every opportunity he gets.

The Opposition will, at some point, rise from the ashes like Phoenix ...”

  ~ Editorial in Shiv Sena’s Saamana https://t.co/QLkyX9twHT",Pro OPP,pro opposition,rahulgandhi,"[{'text': 'rahulgandhi', 'score': 0.5077}, {'text': 'weak', 'score': 0.2756}, {'text': 'propagating', 'score': 0.2569}]"
