original_author,year,opposition,other,ruling,polarity_yearly
dnyadav,2022.0,939,85,3,-0.9936305732484076
dnyadav,2023.0,139,6,0,-1.0
dp_satish,2020.0,215,8,89,-0.4144736842105263
dp_satish,2021.0,596,47,93,-0.7300435413642961
dp_satish,2022.0,282,22,48,-0.7090909090909091
dp_satish,2023.0,86,2,16,-0.6862745098039216
drkafeelkhan,2020.0,373,11,1,-0.9946524064171123
drkafeelkhan,2021.0,1293,146,20,-0.9695354150799695
drkafeelkhan,2022.0,413,60,5,-0.9760765550239234
drkafeelkhan,2023.0,55,11,1,-0.9642857142857143
drrajivguptaias,2020.0,5,11,353,0.9720670391061452
drrajivguptaias,2021.0,10,7,424,0.9539170506912442
drrajivguptaias,2022.0,0,1,24,1.0
eOrganiser,2020.0,9,22,819,0.9782608695652174
eOrganiser,2021.0,16,172,2093,0.9848269321953532
eOrganiser,2022.0,16,411,1845,0.9828049435787212
eOrganiser,2023.0,16,74,254,0.8814814814814815
editorvskbharat,2020.0,61,25,580,0.8096723868954758
editorvskbharat,2021.0,298,1189,2971,0.8176812480881004
editorvskbharat,2022.0,103,1908,1942,0.8992665036674816
editorvskbharat,2023.0,61,313,1244,0.9065134099616858
elonmusk,2020.0,38,1,110,0.4864864864864865
elonmusk,2021.0,300,44,270,-0.05263157894736842
elonmusk,2022.0,1045,419,1404,0.14659044507962435
elonmusk,2023.0,270,212,703,0.4450154162384378
epanchjanya,2020.0,21,8,783,0.9477611940298507
epanchjanya,2021.0,508,1193,11212,0.9133105802047782
epanchjanya,2022.0,748,4226,41924,0.9649418822647169
epanchjanya,2023.0,374,2080,17671,0.9585480742587974
erbmjha,2020.0,9,62,750,0.9762845849802372
erbmjha,2021.0,20,156,1238,0.9682034976152624
erbmjha,2022.0,6,19,438,0.972972972972973
erbmjha,2023.0,56,346,3778,0.9707876890975482
fadnavis_amruta,2020.0,18,43,787,0.9552795031055901
fadnavis_amruta,2021.0,20,54,895,0.9562841530054644
fadnavis_amruta,2022.0,12,40,504,0.9534883720930233
fadnavis_amruta,2023.0,3,12,70,0.9178082191780822
faijalkhantroll,2020.0,432,133,4,-0.981651376146789
faijalkhantroll,2021.0,221,34,0,-1.0
faijalkhantroll,2022.0,326,94,2,-0.9878048780487805
faijalkhantroll,2023.0,6,1,1,-0.7142857142857143
fayedsouza,2020.0,695,92,25,-0.9305555555555556
fayedsouza,2021.0,317,35,20,-0.8813056379821959
fayedsouza,2022.0,44,7,2,-0.9130434782608695
fayedsouza,2023.0,6,0,2,-0.5
ficci_india,2020.0,49,8,282,0.7039274924471299
ficci_india,2021.0,56,30,186,0.5371900826446281
ficci_india,2022.0,22,22,221,0.8189300411522634
ficci_india,2023.0,3,1,39,0.8571428571428571
firstbiharnews,2020.0,95,33,57,-0.25
firstbiharnews,2021.0,189,79,152,-0.10850439882697947
firstbiharnews,2022.0,180,48,394,0.37282229965156793
firstbiharnews,2023.0,20,16,100,0.6666666666666666
firstpost,2020.0,149,10,64,-0.39906103286384975
firstpost,2021.0,149,18,78,-0.31277533039647576
firstpost,2022.0,63,15,170,0.4592274678111588
firstpost,2023.0,14,5,163,0.8418079096045198
flickersingh,2020.0,16,14,207,0.8565022421524664
flickersingh,2021.0,17,9,187,0.8333333333333334
flickersingh,2022.0,30,15,68,0.3877551020408163
flickersingh,2023.0,0,1,0,
fpjindia,2020.0,294,74,81,-0.568
fpjindia,2021.0,949,212,185,-0.673721340388007
fpjindia,2022.0,362,92,59,-0.7197149643705463
fpjindia,2023.0,34,7,14,-0.4166666666666667
free_thinker,2020.0,2382,88,39,-0.9677819083023544
free_thinker,2021.0,3964,309,204,-0.9021113243761996
free_thinker,2022.0,607,62,18,-0.9424
free_thinker,2023.0,92,9,1,-0.978494623655914
friendsofrss,2020.0,258,176,5408,0.908930462407342
friendsofrss,2021.0,292,682,10749,0.9471062403767775
friendsofrss,2022.0,75,213,2507,0.9419054996127033
friendsofrss,2023.0,26,89,1037,0.9510818438381938
gauravcsawant,2020.0,23,14,551,0.9198606271777003
gauravcsawant,2021.0,27,15,589,0.9123376623376623
gauravcsawant,2022.0,19,31,437,0.9166666666666666
gauravcsawant,2023.0,7,14,113,0.8833333333333333
geetv79,2020.0,4633,142,8,-0.9965524671407024
geetv79,2021.0,11908,759,6,-0.9989927816014773
geetv79,2022.0,4496,316,3,-0.9986663703045121
geetv79,2023.0,1931,114,5,-0.9948347107438017
go4avinash,2020.0,6,4,345,0.9658119658119658
go4avinash,2021.0,9,107,1293,0.9861751152073732
go4avinash,2022.0,0,20,628,1.0
go4avinash,2023.0,0,7,76,1.0
gops33,2020.0,2331,69,1,-0.9991423670668954
gops33,2021.0,5977,389,5,-0.9983283182881979
gops33,2022.0,1456,288,0,-1.0
gorakhpurpolice,2020.0,8,1,3,-0.45454545454545453
gorakhpurpolice,2021.0,10,2,38,0.5833333333333334
gorakhpurpolice,2022.0,6,2,42,0.75
gorakhpurpolice,2023.0,0,0,41,1.0
gurdeepsappal,2020.0,282,3,5,-0.9651567944250871
gurdeepsappal,2021.0,908,22,1,-0.9977997799779978
gurdeepsappal,2022.0,2020,85,6,-0.9940769990128332
gurdeepsappal,2023.0,1739,160,10,-0.9885648942252716
gyanu999,2020.0,9,1,41,0.64
gyanu999,2021.0,12,5,52,0.625
gyanu999,2022.0,14,0,26,0.3
gyanu999,2023.0,40,4,20,-0.3333333333333333
hallagullaboy,2020.0,641,11,5,-0.9845201238390093
hallagullaboy,2021.0,797,19,11,-0.9727722772277227
hallagullaboy,2022.0,492,31,0,-1.0
hallagullaboy,2023.0,14,1,0,-1.0
harbhajan_singh,2020.0,485,43,170,-0.48091603053435117
harbhajan_singh,2021.0,305,40,231,-0.13805970149253732
harbhajan_singh,2022.0,468,22,85,-0.6925858951175407
harbhajan_singh,2023.0,44,11,20,-0.375
harshmadhusudan,2020.0,1,0,31,0.9375
harshmadhusudan,2021.0,8,15,308,0.9493670886075949
harshmadhusudan,2022.0,9,12,235,0.9262295081967213
harshmadhusudan,2023.0,0,1,22,1.0
hemantrajora_,2020.0,131,29,5,-0.9264705882352942
hemantrajora_,2021.0,1221,125,101,-0.8472012102874432
hemantrajora_,2022.0,278,44,15,-0.8976109215017065
hemantrajora_,2023.0,32,2,0,-1.0
hiteshshankar,2020.0,4,3,43,0.8297872340425532
hiteshshankar,2021.0,23,52,483,0.9090909090909091
hiteshshankar,2022.0,9,54,588,0.9698492462311558
hiteshshankar,2023.0,3,25,85,0.9318181818181818
htTweets,2020.0,1892,137,674,-0.47466874512860485
htTweets,2021.0,2302,221,882,-0.44597989949748745
htTweets,2022.0,837,290,712,-0.08069722401549387
htTweets,2023.0,300,48,152,-0.3274336283185841
hussainhaidry,2020.0,129,7,2,-0.9694656488549618
hussainhaidry,2021.0,272,195,11,-0.9222614840989399
hussainhaidry,2022.0,86,10,1,-0.9770114942528736
hussainhaidry,2023.0,8,1,2,-0.6
hvgoenka,2020.0,405,112,444,0.045936395759717315
hvgoenka,2021.0,615,91,345,-0.28125
hvgoenka,2022.0,372,86,298,-0.11044776119402985
hvgoenka,2023.0,75,25,87,0.07407407407407407
iAnkurSingh,2020.0,49,106,1753,0.9456159822419534
iAnkurSingh,2021.0,61,116,2462,0.9516448672215616
iAnkurSingh,2022.0,18,75,1288,0.9724349157733537
iAnkurSingh,2023.0,23,83,849,0.9472477064220184
iArpitSpeaks,2020.0,70,2,1,-0.971830985915493
iArpitSpeaks,2021.0,506,95,7,-0.9727095516569201
iArpitSpeaks,2022.0,142,10,4,-0.9452054794520548
iArpitSpeaks,2023.0,95,6,0,-1.0
iamnarendranath,2020.0,1119,75,73,-0.87751677852349
iamnarendranath,2021.0,2552,371,159,-0.882700110660273
iamnarendranath,2022.0,1474,443,147,-0.8186304750154226
iamnarendranath,2023.0,168,48,19,-0.7967914438502673
iamrana,2020.0,154,18,6,-0.925
iamrana,2021.0,154,19,11,-0.8666666666666667
iamrana,2022.0,94,7,3,-0.9381443298969072
iamrana,2023.0,16,0,0,-1.0
iamsrk,2020.0,519,14,116,-0.6346456692913386
iamsrk,2021.0,191,14,52,-0.5720164609053497
iamsrk,2022.0,243,21,58,-0.6146179401993356
iamsrk,2023.0,263,38,112,-0.4026666666666667
ians_india,2020.0,905,40,329,-0.46677471636953
ians_india,2021.0,1591,212,229,-0.7483516483516484
ians_india,2022.0,551,122,228,-0.4146341463414634
ians_india,2023.0,86,8,36,-0.4098360655737705
imMAK02,2020.0,702,14,5,-0.9858557284299858
imMAK02,2021.0,1031,571,29,-0.9452830188679245
imMAK02,2023.0,553,31,37,-0.8745762711864407
imVkohli,2020.0,538,69,768,0.17611026033690658
imVkohli,2021.0,701,197,1084,0.2145658263305322
imVkohli,2022.0,716,296,545,-0.13560666137985725
imVkohli,2023.0,169,120,223,0.1377551020408163
indian_armada,2020.0,647,19,1,-0.9969135802469136
indian_armada,2021.0,977,696,14,-0.9717457114026236
indian_armada,2022.0,918,66,13,-0.9720730397422127
indian_armada,2023.0,279,14,6,-0.9578947368421052
indianewsraj1,2020.0,47,3,1,-0.9583333333333334
indianewsraj1,2021.0,646,191,360,-0.28429423459244535
indianewsraj1,2022.0,123,49,97,-0.11818181818181818
indiantweeter,2020.0,76,41,1868,0.9218106995884774
indiantweeter,2021.0,93,126,4319,0.9578422484134179
indiantweeter,2022.0,57,57,1436,0.9236436704621568
indiantweeter,2023.0,11,96,418,0.9487179487179487
indiatvnews,2020.0,223,27,1079,0.6574500768049155
indiatvnews,2021.0,617,193,2465,0.5996106424399741
indiatvnews,2022.0,618,260,2297,0.5759862778730703
indiatvnews,2023.0,442,164,1268,0.4830409356725146
investindia,2020.0,37,19,327,0.7967032967032966
investindia,2021.0,33,43,487,0.8730769230769231
investindia,2022.0,18,45,626,0.9440993788819876
investindia,2023.0,7,12,140,0.9047619047619048
ippatel,2020.0,227,578,8345,0.9470368642090528
ippatel,2021.0,214,3338,20719,0.9795538145511872
ippatel,2022.0,167,2478,12050,0.9726610460833265
ippatel,2023.0,60,727,2456,0.9523052464228935
ipskabra,2020.0,1255,134,510,-0.42209631728045327
ipskabra,2021.0,825,284,781,-0.0273972602739726
ipskabra,2022.0,682,165,298,-0.39183673469387753
ipskabra,2023.0,13,4,5,-0.4444444444444444
ipspankajnain,2020.0,1007,52,372,-0.4604786076867295
ipspankajnain,2021.0,360,64,163,-0.37667304015296366
ipspankajnain,2022.0,231,15,110,-0.3548387096774194
ipspankajnain,2023.0,68,0,5,-0.863013698630137
irobertvadra,2020.0,1568,58,5,-0.9936427209154481
irobertvadra,2021.0,1674,125,3,-0.9964221824686941
irobertvadra,2022.0,935,70,0,-1.0
irobertvadra,2023.0,272,11,0,-1.0
ishkarnBHANDARI,2020.0,30,144,708,0.9186991869918699
ishkarnBHANDARI,2021.0,10,8,316,0.9386503067484663
ishkarnBHANDARI,2022.0,3,13,241,0.9754098360655737
ishkarnBHANDARI,2023.0,1,0,25,0.9230769230769231
isro,2020.0,58,30,452,0.7725490196078432
isro,2021.0,74,20,365,0.662870159453303
isro,2022.0,48,50,333,0.7480314960629921
isro,2023.0,23,60,162,0.7513513513513513
ivaibhavk,2020.0,225,4,0,-1.0
ivaibhavk,2021.0,188,48,0,-1.0
ivaibhavk,2022.0,543,272,0,-1.0
ivaibhavk,2023.0,379,145,2,-0.989501312335958
jainendrakumar,2020.0,498,46,9,-0.9644970414201184
jainendrakumar,2021.0,405,32,7,-0.9660194174757282
jainendrakumar,2022.0,184,12,0,-1.0
jainendrakumar,2023.0,16,2,1,-0.8823529411764706
jamiamillia_,2020.0,69,13,1,-0.9714285714285714
jamiamillia_,2021.0,29,2,0,-1.0
jamiamillia_,2022.0,2,0,0,-1.0
jankibaat1,2020.0,1,12,94,0.9789473684210527
jankibaat1,2021.0,58,221,1359,0.918136908962597
jankibaat1,2022.0,127,77,695,0.6909975669099757
jankibaat1,2023.0,59,22,212,0.5645756457564576
jatingandhi,2020.0,26,2,0,-1.0
jatingandhi,2021.0,29,3,4,-0.7575757575757576
jatingandhi,2022.0,3,0,0,-1.0
jawharsircar,2020.0,85,6,4,-0.9101123595505618
jawharsircar,2021.0,284,20,7,-0.9518900343642611
jawharsircar,2022.0,195,48,8,-0.9211822660098522
jawharsircar,2023.0,881,63,11,-0.9753363228699552
jdhankhar1,2020.0,14,206,1093,0.974706413730804
jdhankhar1,2021.0,105,348,3016,0.9327138737584107
jdhankhar1,2022.0,94,54,813,0.7927232635060639
jihadwatchRS,2020.0,10,21,195,0.9024390243902439
jihadwatchRS,2021.0,6,85,429,0.9724137931034482
jihadwatchRS,2022.0,1,91,614,0.9967479674796748
jihadwatchRS,2023.0,5,34,474,0.9791231732776617
jyotiyadaav,2020.0,811,66,24,-0.9425149700598803
jyotiyadaav,2021.0,702,136,38,-0.8972972972972973
jyotiyadaav,2022.0,83,45,8,-0.8241758241758241
jyotiyadaav,2023.0,13,6,2,-0.7333333333333333
kamleshsutar,2020.0,69,33,8,-0.7922077922077922
kamleshsutar,2021.0,34,26,5,-0.7435897435897436
kamleshsutar,2022.0,47,12,8,-0.7090909090909091
kamleshsutar,2023.0,20,5,1,-0.9047619047619048
karanbhasin95,2020.0,1,2,197,0.98989898989899
karanbhasin95,2021.0,4,2,468,0.9830508474576272
karanbhasin95,2022.0,3,6,249,0.9761904761904762
karanbhasin95,2023.0,0,1,32,1.0
kaushikcbasu,2020.0,583,41,16,-0.9465776293823038
kaushikcbasu,2021.0,2285,149,32,-0.9723780750971083
kaushikcbasu,2022.0,1433,66,15,-0.9792817679558011
kaushikcbasu,2023.0,268,12,5,-0.9633699633699634
kaushikrj6,2020.0,34,0,0,-1.0
kaushikrj6,2021.0,281,26,7,-0.9513888888888888
kaushikrj6,2022.0,479,118,16,-0.9353535353535354
kaushikrj6,2023.0,75,11,3,-0.9230769230769231
kaushkrahul,2020.0,4,12,203,0.961352657004831
kaushkrahul,2021.0,7,68,985,0.9858870967741935
kaushkrahul,2022.0,1,14,501,0.9960159362549801
kaushkrahul,2023.0,2,0,153,0.9741935483870968
ketto,2020.0,141,9,43,-0.532608695652174
ketto,2021.0,243,30,72,-0.5428571428571428
ketto,2022.0,26,4,2,-0.8571428571428571
ketto,2023.0,6,3,6,0.0
khanumarfa,2020.0,1776,97,131,-0.8626114315679078
khanumarfa,2021.0,2402,359,89,-0.9285427539140907
khanumarfa,2022.0,1061,214,29,-0.9467889908256881
khanumarfa,2023.0,301,45,17,-0.8930817610062893
kiran_patniak,2020.0,190,10,0,-1.0
kiran_patniak,2021.0,335,10,0,-1.0
kiran_patniak,2022.0,269,6,0,-1.0
kiran_patniak,2023.0,26,1,0,-1.0
kiranshaw,2020.0,280,12,133,-0.3559322033898305
kiranshaw,2021.0,206,42,197,-0.022332506203473945
kiranshaw,2022.0,90,9,92,0.01098901098901099
kiranshaw,2023.0,9,3,4,-0.38461538461538464
knowthenation,2020.0,18,18,1259,0.9718089271730619
knowthenation,2021.0,39,144,3466,0.9777460770328102
knowthenation,2022.0,5,38,1234,0.9919289749798225
knowthenation,2023.0,4,43,963,0.9917269906928645
kumarprakash4u,2020.0,47,59,157,0.5392156862745098
kumarprakash4u,2021.0,92,53,52,-0.2777777777777778
kumarprakash4u,2022.0,88,23,150,0.2605042016806723
kumarprakash4u,2023.0,8,3,103,0.8558558558558559
kunalkamra88,2020.0,4956,265,87,-0.9654967281380131
kunalkamra88,2021.0,4642,372,182,-0.9245439469320066
kunalkamra88,2022.0,1178,120,45,-0.9264104660670482
kunalkamra88,2023.0,253,22,15,-0.8880597014925373
kunalpurohit,2020.0,117,11,27,-0.625
kunalpurohit,2021.0,330,31,1,-0.9939577039274925
kunalpurohit,2022.0,156,17,2,-0.9746835443037974
kunalpurohit,2023.0,60,2,0,-1.0
lokmat,2021.0,78,107,81,0.018867924528301886
lokmat,2022.0,497,590,291,-0.2614213197969543
lokmat,2023.0,151,56,21,-0.7558139534883721
loksabhaspeaker,2020.0,66,49,835,0.853496115427303
loksabhaspeaker,2021.0,49,155,632,0.856093979441997
loksabhaspeaker,2022.0,39,24,337,0.7925531914893617
loksabhaspeaker,2023.0,9,10,80,0.797752808988764
madhukishwar,2020.0,22,6,628,0.9323076923076923
madhukishwar,2021.0,7,21,483,0.9714285714285714
madhukishwar,2022.0,5,9,160,0.9393939393939394
madhukishwar,2023.0,3,9,56,0.8983050847457628
maha_governor,2020.0,31,35,452,0.8716356107660456
maha_governor,2021.0,46,116,889,0.9016042780748663
maha_governor,2022.0,39,52,570,0.8719211822660099
maha_governor,2023.0,5,5,137,0.9295774647887324
majorgauravarya,2020.0,48,115,1568,0.9405940594059405
majorgauravarya,2021.0,20,110,1385,0.9715302491103203
majorgauravarya,2022.0,14,35,510,0.9465648854961832
majorgauravarya,2023.0,5,8,386,0.9744245524296675
maliniawasthi,2020.0,47,32,800,0.8890200708382526
maliniawasthi,2021.0,8,48,565,0.9720767888307156
maliniawasthi,2022.0,5,14,244,0.9598393574297188
maliniawasthi,2023.0,6,19,92,0.8775510204081632
manakgupta,2020.0,388,68,804,0.348993288590604
manakgupta,2021.0,204,22,235,0.07061503416856492
manakgupta,2022.0,85,20,160,0.30612244897959184
manakgupta,2023.0,5,2,11,0.375
manaman_chhina,2020.0,296,42,21,-0.8675078864353313
manaman_chhina,2021.0,875,60,54,-0.883745963401507
manaman_chhina,2022.0,875,21,18,-0.9596864501679732
manaman_chhina,2023.0,57,4,1,-0.9655172413793104
mandeeppunia1,2020.0,1,0,0,-1.0
mandeeppunia1,2021.0,2046,206,49,-0.9532219570405728
mandeeppunia1,2022.0,200,13,3,-0.9704433497536946
mandeeppunia1,2023.0,730,64,16,-0.9571045576407506
mangeshkarlata,2020.0,241,74,852,0.5590118938700823
mangeshkarlata,2021.0,393,122,1393,0.5599104143337066
mangeshkarlata,2022.0,28,17,148,0.6818181818181818
mangeshkarlata,2023.0,0,0,2,1.0
manjeetkaur_,2020.0,738,29,0,-1.0
manjeetkaur_,2021.0,1242,48,0,-1.0
manjeetkaur_,2022.0,430,3,0,-1.0
manjeetkaur_,2023.0,8,0,0,-1.0
mankabTOI,2021.0,5,12,0,-1.0
mankabTOI,2022.0,4,13,0,-1.0
mankabTOI,2023.0,3,1,0,-1.0
mannkibaat,2020.0,90,162,11271,0.98415632426723
mannkibaat,2021.0,115,2139,13728,0.9833851043848877
mannkibaat,2022.0,41,1108,5126,0.9841300561254113
mannkibaat,2023.0,96,391,3166,0.9411404046597179
manogyaloiwal,2020.0,8,11,139,0.891156462585034
manogyaloiwal,2021.0,20,13,186,0.8058252427184466
manogyaloiwal,2022.0,9,5,190,0.9095477386934674
manogyaloiwal,2023.0,5,6,102,0.9065420560747663
manojmuntashir,2020.0,95,14,384,0.6033402922755741
manojmuntashir,2021.0,45,146,1388,0.9371946964410328
manojmuntashir,2022.0,87,192,1562,0.8944815039417829
manojmuntashir,2023.0,24,134,471,0.9030303030303031
maryada_maurya,2020.0,942,128,27,-0.9442724458204335
maryada_maurya,2021.0,3387,1060,70,-0.9595024587792884
maryada_maurya,2022.0,1333,168,40,-0.9417334304442826
maryada_maurya,2023.0,55,6,4,-0.864406779661017
maryashakil,2020.0,426,29,265,-0.23299565846599132
maryashakil,2021.0,274,25,181,-0.2043956043956044
maryashakil,2022.0,61,15,200,0.5325670498084292
maryashakil,2023.0,15,6,74,0.6629213483146067
mataonline,2020.0,915,297,223,-0.6080843585237259
mataonline,2021.0,590,255,168,-0.5567282321899736
mataonline,2022.0,397,508,154,-0.44101633393829404
mataonline,2023.0,268,144,30,-0.7986577181208053
mfaisalpatel,2020.0,1415,53,5,-0.9929577464788732
mfaisalpatel,2021.0,1202,40,0,-1.0
mfaisalpatel,2022.0,382,4,5,-0.9741602067183462
mfaisalpatel,2023.0,78,0,1,-0.9746835443037974
micnewdelhi,2020.0,100,91,20,-0.6666666666666666
micnewdelhi,2021.0,32,62,17,-0.30612244897959184
micnewdelhi,2022.0,19,64,24,0.11627906976744186
micnewdelhi,2023.0,0,0,7,1.0
mid_day,2020.0,41,7,44,0.03529411764705882
mid_day,2021.0,69,5,30,-0.3939393939393939
mid_day,2022.0,79,91,29,-0.46296296296296297
mid_day,2023.0,84,9,15,-0.696969696969697
milindkhandekar,2020.0,386,40,74,-0.6782608695652174
milindkhandekar,2021.0,166,18,13,-0.8547486033519553
milindkhandekar,2022.0,404,65,44,-0.8035714285714286
milindkhandekar,2023.0,162,21,27,-0.7142857142857143
mirabai_chanu,2020.0,0,0,11,1.0
mirabai_chanu,2021.0,704,224,1303,0.29845540607872445
mirabai_chanu,2022.0,142,75,495,0.554160125588697
mirabai_chanu,2023.0,2,0,3,0.2
mkvenu1,2020.0,956,40,21,-0.9570112589559877
mkvenu1,2021.0,1723,75,52,-0.9414084507042253
mkvenu1,2022.0,386,22,9,-0.9544303797468354
mkvenu1,2023.0,149,3,5,-0.935064935064935
moayush,2020.0,16,24,622,0.9498432601880877
moayush,2021.0,8,48,310,0.949685534591195
moayush,2022.0,4,11,346,0.9771428571428571
moayush,2023.0,0,8,234,1.0
modiarchive,2022.0,70,444,3419,0.9598738893665807
modiarchive,2023.0,30,314,1792,0.9670691547749726
moesgoi,2020.0,0,0,16,1.0
moesgoi,2021.0,0,0,19,1.0
moesgoi,2022.0,0,2,29,1.0
moesgoi,2023.0,0,0,7,1.0
moneycontrolcom,2020.0,62,6,52,-0.08771929824561403
moneycontrolcom,2021.0,99,15,101,0.01
moneycontrolcom,2022.0,55,15,121,0.375
moneycontrolcom,2023.0,14,4,97,0.7477477477477478
moronhumor,2020.0,10,21,419,0.9533799533799534
moronhumor,2021.0,9,23,883,0.9798206278026906
moronhumor,2022.0,7,10,315,0.9565217391304348
moronhumor,2023.0,3,13,125,0.953125
muglikar_,2020.0,14,11,614,0.9554140127388535
muglikar_,2021.0,16,25,608,0.9487179487179487
muglikar_,2022.0,0,4,113,1.0
muglikar_,2023.0,0,0,71,1.0
mumbaitak,2020.0,341,29,25,-0.8633879781420765
mumbaitak,2021.0,448,232,142,-0.5186440677966102
mumbaitak,2022.0,590,683,117,-0.669024045261669
mumbaitak,2023.0,634,583,57,-0.8350217076700435
mvmeet,2020.0,137,91,2768,0.9056798623063683
mvmeet,2021.0,53,170,5073,0.9793211080764729
mvmeet,2022.0,9,42,3281,0.9945288753799392
mvmeet,2023.0,3,17,502,0.9881188118811881
mybmc,2020.0,1052,1273,220,-0.6540880503144654
mybmc,2021.0,1005,926,430,-0.40069686411149824
mybmc,2022.0,264,279,60,-0.6296296296296297
mybmc,2023.0,11,8,52,0.6507936507936508
mygovindia,2020.0,154,509,9460,0.9679633867276888
mygovindia,2021.0,275,1865,26700,0.9796107506950881
mygovindia,2022.0,274,1879,29933,0.9818585096169762
mygovindia,2023.0,139,455,6280,0.9566910733759153
myogioffice,2020.0,337,168,7271,0.9114090431125131
myogioffice,2021.0,405,1755,19088,0.958446621864259
myogioffice,2022.0,184,1209,12745,0.971536855131874
myogioffice,2023.0,58,676,2996,0.9620170268500328
nadera_anjum,2020.0,672,188,4,-0.9881656804733728
nadera_anjum,2021.0,4740,1688,38,-0.9840937630807869
nadera_anjum,2022.0,1696,333,14,-0.9836257309941521
nanditathhakur,2020.0,26,5,1174,0.9566666666666667
nanditathhakur,2021.0,41,174,2007,0.9599609375
nanditathhakur,2022.0,22,492,2763,0.9842010771992818
nanditathhakur,2023.0,6,57,343,0.9656160458452722
nandtara,2020.0,2062,62,28,-0.9732057416267943
nandtara,2021.0,7264,288,48,-0.986870897155361
nandtara,2022.0,2311,222,38,-0.9676458067262665
nandtara,2023.0,837,216,22,-0.9487776484284052
narendramodi177,2020.0,27,128,3110,0.9827861013707364
narendramodi177,2021.0,31,327,6096,0.989880855230945
narendramodi177,2022.0,17,324,3516,0.990376450608548
narendramodi177,2023.0,6,85,513,0.976878612716763
naukarshah,2020.0,1081,29,6,-0.9889604415823368
naukarshah,2021.0,899,64,4,-0.991140642303433
naukarshah,2022.0,37,3,0,-1.0
navalkant,2020.0,24,2,86,0.5636363636363636
navalkant,2021.0,49,13,93,0.30985915492957744
navalkant,2022.0,47,3,87,0.29850746268656714
navalkant,2023.0,21,4,49,0.4
navjivanindia,2020.0,2964,51,6,-0.9959595959595959
navjivanindia,2021.0,3837,193,3,-0.9984375
navjivanindia,2022.0,835,195,3,-0.9928400954653938
navjivanindia,2023.0,302,19,4,-0.9738562091503268
navneetmishra99,2020.0,1,64,99,0.98
navneetmishra99,2021.0,44,271,1054,0.9198542805100182
navneetmishra99,2022.0,9,19,515,0.9656488549618321
navneetmishra99,2023.0,0,2,32,1.0
navneetsehgal3,2020.0,3,2,19,0.7272727272727273
navneetsehgal3,2021.0,0,5,83,1.0
navneetsehgal3,2022.0,2,4,25,0.8518518518518519
navneetsehgal3,2023.0,0,1,6,1.0
ndmaindia,2020.0,19,14,229,0.8467741935483871
ndmaindia,2021.0,29,14,347,0.8457446808510638
ndmaindia,2022.0,13,6,91,0.75
ndmaindia,2023.0,6,5,26,0.625
ndtv,2020.0,6729,442,794,-0.7889139970756347
ndtv,2021.0,10617,1050,1288,-0.7836203275934481
ndtv,2022.0,7139,889,1084,-0.7363492642587863
ndtv,2023.0,791,89,232,-0.5464320625610948
ndtvfeed,2020.0,181,15,18,-0.8190954773869347
ndtvfeed,2021.0,1236,104,149,-0.7848375451263538
ndtvfeed,2022.0,807,76,120,-0.7411003236245954
ndtvfeed,2023.0,277,26,55,-0.6686746987951807
ndtvindia,2020.0,5515,357,151,-0.9466996117190257
ndtvindia,2021.0,8739,751,166,-0.9627175743964065
ndtvindia,2022.0,3991,449,99,-0.9515892420537897
ndtvindia,2023.0,807,95,61,-0.8594470046082949
ndtvvideos,2020.0,1082,110,27,-0.951307484220018
ndtvvideos,2021.0,1570,220,56,-0.931119311193112
ndtvvideos,2022.0,1152,148,46,-0.9232053422370617
ndtvvideos,2023.0,198,21,27,-0.76
neeraj_congress,2020.0,33,1,0,-1.0
neeraj_congress,2021.0,79,21,0,-1.0
neeraj_congress,2022.0,91,18,0,-1.0
neeraj_congress,2023.0,18,1,0,-1.0
nehafolksinger,2020.0,51,7,0,-1.0
nehafolksinger,2021.0,275,18,31,-0.7973856209150327
nehafolksinger,2022.0,547,72,19,-0.9328621908127208
nehafolksinger,2023.0,689,79,18,-0.9490806223479491
nehajoychauhan,2020.0,1115,93,1,-0.9982078853046595
nehajoychauhan,2021.0,7287,948,18,-0.9950718685831622
nehajoychauhan,2022.0,1643,202,1,-0.9987834549878345
nehajoychauhan,2023.0,205,11,0,-1.0
netshrink,2020.0,43,3,5,-0.7916666666666666
netshrink,2021.0,143,9,4,-0.9455782312925171
netshrink,2022.0,36,1,0,-1.0
netshrink,2023.0,14,1,0,-1.0
news18dotcom,2020.0,177,9,85,-0.3511450381679389
news18dotcom,2021.0,137,35,132,-0.01858736059479554
news18dotcom,2022.0,120,42,183,0.2079207920792079
news18dotcom,2023.0,6,0,9,0.2
news24tvchannel,2020.0,4122,271,966,-0.6202830188679245
news24tvchannel,2021.0,20654,1795,2661,-0.7717349345914647
news24tvchannel,2022.0,28014,3007,3376,-0.7848996495699267
news24tvchannel,2023.0,14100,3331,1426,-0.8163081283009146
news4nations,2020.0,240,84,449,0.3033381712626996
news4nations,2021.0,291,73,234,-0.10857142857142857
news4nations,2022.0,81,24,256,0.5192878338278932
news4nations,2023.0,12,12,122,0.8208955223880597
news7tamil,2020.0,2746,107,1146,-0.41109969167523125
news7tamil,2021.0,5772,477,1190,-0.6581442114334961
news7tamil,2022.0,4353,862,2061,-0.35734331150608045
news7tamil,2023.0,2313,465,804,-0.48411934552454283
newslaundry,2020.0,173,8,4,-0.9548022598870056
newslaundry,2021.0,427,38,13,-0.9409090909090909
newslaundry,2022.0,89,8,8,-0.8350515463917526
