original_author,year,opposition,other,ruling,polarity_yearly
MIB_India,2022.0,40,149,1449,0.9462726662189389
MIB_India,2023.0,9,36,559,0.9683098591549296
MOFPI_GOI,2020.0,8,60,331,0.9528023598820059
MOFPI_GOI,2021.0,10,16,539,0.9635701275045537
MOFPI_GOI,2022.0,1,10,468,0.9957356076759062
MOFPI_GOI,2023.0,4,4,109,0.9292035398230089
MSJEGOI,2020.0,0,1,23,1.0
MSJEGOI,2021.0,2,68,108,0.9636363636363636
MSJEGOI,2022.0,53,37,180,0.5450643776824035
MSJEGOI,2023.0,23,10,86,0.5779816513761468
MahaDGIPR,2020.0,3832,966,96,-0.9511201629327902
MahaDGIPR,2021.0,1565,1082,40,-0.9501557632398754
MahaDGIPR,2022.0,540,710,691,0.12266450040617384
MahaDGIPR,2023.0,29,46,374,0.8560794044665012
MahaGovtMic,2020.0,232,125,17,-0.8634538152610441
MahaGovtMic,2021.0,193,126,10,-0.9014778325123153
MahaGovtMic,2022.0,49,50,31,-0.225
MahaGovtMic,2023.0,3,2,22,0.76
MahaMicHindi,2020.0,93,57,5,-0.8979591836734694
MahaMicHindi,2021.0,20,8,1,-0.9047619047619048
MahaMicHindi,2022.0,13,4,9,-0.18181818181818182
MahaMicHindi,2023.0,0,0,5,1.0
MajorPoonia,2020.0,66,190,2657,0.9515240543518179
MajorPoonia,2021.0,314,623,8988,0.9324876370672973
MajorPoonia,2022.0,197,446,6971,0.9450334821428571
MajorPoonia,2023.0,24,200,1138,0.9586919104991394
ManMundra,2020.0,47,31,1473,0.9381578947368421
ManMundra,2021.0,49,44,1531,0.9379746835443038
ManMundra,2022.0,62,65,598,0.8121212121212121
MarathiRT,2020.0,78,66,28,-0.4716981132075472
MarathiRT,2021.0,54,44,55,0.009174311926605505
MarathiRT,2022.0,36,25,19,-0.3090909090909091
MarathiRT,2023.0,4,0,2,-0.3333333333333333
Marathi_Rash,2020.0,684,212,12,-0.9655172413793104
Marathi_Rash,2021.0,1398,431,6,-0.9914529914529915
Marathi_Rash,2022.0,1466,678,21,-0.9717552118359112
Marathi_Rash,2023.0,720,193,4,-0.988950276243094
MaxMaharashtra,2020.0,140,37,10,-0.8666666666666667
MaxMaharashtra,2021.0,153,48,37,-0.6105263157894737
MaxMaharashtra,2022.0,174,86,11,-0.8810810810810811
MaxMaharashtra,2023.0,66,4,1,-0.9701492537313433
MayaramArvind,2020.0,120,4,6,-0.9047619047619048
MayaramArvind,2021.0,278,11,5,-0.9646643109540636
MayaramArvind,2022.0,133,5,11,-0.8472222222222222
MayaramArvind,2023.0,11,1,0,-1.0
MediaHarshVT,2021.0,22,74,1373,0.9684587813620071
MediaHarshVT,2022.0,32,175,3988,0.9840796019900497
MediaHarshVT,2023.0,14,25,857,0.9678530424799081
Media_SAI,2020.0,2,14,89,0.9560439560439561
Media_SAI,2021.0,27,98,1434,0.9630390143737166
Media_SAI,2022.0,34,74,1326,0.95
Media_SAI,2023.0,1,4,59,0.9666666666666667
MeghBulletin,2021.0,202,101,3198,0.8811764705882353
MeghBulletin,2022.0,102,153,2957,0.9333115397188624
MeghUpdates,2020.0,214,13,1072,0.6671850699844479
MeghUpdates,2021.0,937,709,13992,0.8744725031817269
MeghUpdates,2023.0,38,175,2223,0.9663865546218487
Memeghnad,2020.0,188,5,3,-0.9685863874345549
Memeghnad,2021.0,360,32,10,-0.9459459459459459
Memeghnad,2022.0,132,32,4,-0.9411764705882353
Memeghnad,2023.0,99,19,0,-1.0
MiLOKMAT,2020.0,645,237,208,-0.5123094958968347
MiLOKMAT,2021.0,670,412,347,-0.3176007866273353
MickyGupta84,2020.0,47,27,7,-0.7407407407407407
MickyGupta84,2021.0,233,44,9,-0.9256198347107438
MickyGupta84,2022.0,32,24,8,-0.6
MickyGupta84,2023.0,2,0,0,-1.0
MihirkJha,2020.0,4,6,214,0.963302752293578
MihirkJha,2021.0,2,8,437,0.9908883826879271
MihirkJha,2022.0,3,5,90,0.9354838709677419
MihirkJha,2023.0,0,1,29,1.0
Millat_Times,2020.0,2,0,0,-1.0
Millat_Times,2021.0,116,4,1,-0.9829059829059829
Millat_Times,2022.0,278,37,2,-0.9857142857142858
Millat_Times,2023.0,152,19,4,-0.9487179487179487
MinOfCultureGoI,2020.0,13,12,419,0.9398148148148148
MinOfCultureGoI,2021.0,15,55,910,0.9675675675675676
MinOfCultureGoI,2022.0,10,63,659,0.9701046337817638
MinOfCultureGoI,2023.0,3,15,168,0.9649122807017544
MinhazMerchant,2020.0,34,28,850,0.9230769230769231
MinhazMerchant,2021.0,31,29,1502,0.95955642530985
MinhazMerchant,2022.0,8,13,471,0.9665970772442589
MinhazMerchant,2023.0,5,2,131,0.9264705882352942
MinisterKTR,2020.0,3623,1,4,-0.9977943203749655
MinisterKTR,2021.0,5056,221,17,-0.993297851369998
MinisterKTR,2022.0,6139,375,25,-0.9918883841661259
MinisterKTR,2023.0,1858,2757,20,-0.9787007454739084
MinistryWCD,2020.0,19,16,406,0.9105882352941177
MinistryWCD,2021.0,2,7,63,0.9384615384615385
MinistryWCD,2022.0,0,16,64,1.0
MinistryWCD,2023.0,5,8,14,0.47368421052631576
MirrorNow,2020.0,537,37,348,-0.2135593220338983
MirrorNow,2021.0,856,102,467,-0.29402872260015117
MirrorNow,2022.0,1005,300,622,-0.23540258143822987
MirrorNow,2023.0,532,112,216,-0.42245989304812837
Mithileshdhar,2020.0,170,5,6,-0.9318181818181818
Mithileshdhar,2021.0,509,61,67,-0.7673611111111112
Mithileshdhar,2022.0,183,30,49,-0.5775862068965517
Mithileshdhar,2023.0,22,0,3,-0.76
MoHFW_INDIA,2020.0,193,210,3035,0.8804213135068154
MoHFW_INDIA,2021.0,191,1372,7449,0.95
MoHFW_INDIA,2022.0,37,77,1793,0.9595628415300547
MoHFW_INDIA,2023.0,6,38,478,0.9752066115702479
MoJSDoWRRDGR,2020.0,15,14,186,0.8507462686567164
MoJSDoWRRDGR,2021.0,23,19,216,0.8075313807531381
MoJSDoWRRDGR,2022.0,31,19,612,0.9035769828926905
MoJSDoWRRDGR,2023.0,0,4,50,1.0
MoRD_GOI,2020.0,10,16,604,0.9674267100977199
MoRD_GOI,2021.0,49,106,1817,0.947481243301179
MoRD_GOI,2022.0,5,28,553,0.982078853046595
ModiBharosa,2020.0,14,8,522,0.9477611940298507
ModiBharosa,2021.0,49,68,1707,0.9441913439635535
ModiBharosa,2022.0,23,288,1679,0.972972972972973
ModiBharosa,2023.0,0,374,720,1.0
ModiLeDubega,2020.0,1397,143,12,-0.9829666430092264
ModiLeDubega,2021.0,2272,473,2,-0.9982409850483729
ModiLeDubega,2022.0,1077,60,0,-1.0
ModiLeDubega,2023.0,1092,143,10,-0.9818511796733213
MrSinha_,2020.0,7,10,349,0.9606741573033708
MrSinha_,2021.0,14,178,2603,0.9893007260221628
MrSinha_,2022.0,11,63,1798,0.9878385848535103
MrSinha_,2023.0,24,295,2450,0.9805982215036378
MrinalPande1,2020.0,378,22,21,-0.8947368421052632
MrinalPande1,2021.0,584,19,40,-0.8717948717948718
MrinalPande1,2022.0,232,20,23,-0.8196078431372549
MrinalPande1,2023.0,241,25,11,-0.9126984126984127
MrityunjayUP,2020.0,13,43,601,0.9576547231270358
MrityunjayUP,2021.0,7,182,805,0.9827586206896551
MrityunjayUP,2022.0,10,89,533,0.9631675874769797
MrityunjayUP,2023.0,0,5,16,1.0
Ms_Aflatoon,2020.0,288,16,15,-0.900990099009901
Ms_Aflatoon,2021.0,539,104,93,-0.7056962025316456
Ms_Aflatoon,2022.0,79,9,9,-0.7954545454545454
Ms_Aflatoon,2023.0,20,1,0,-1.0
MukeshPathakji,2020.0,4,2,84,0.9090909090909091
MukeshPathakji,2021.0,1,0,87,0.9772727272727273
MukeshPathakji,2022.0,0,2,93,1.0
MukeshPathakji,2023.0,1,1,88,0.9775280898876404
Mukesh_Journo,2020.0,216,10,18,-0.8461538461538461
Mukesh_Journo,2021.0,331,58,5,-0.9702380952380952
Mukesh_Journo,2022.0,376,133,102,-0.5732217573221757
Mukesh_Journo,2023.0,25,26,57,0.3902439024390244
Mukeshias,2020.0,5,11,552,0.9820466786355476
Mukeshias,2021.0,17,16,770,0.9567979669631512
Mukeshias,2022.0,0,0,16,1.0
Mukeshias,2023.0,0,0,6,1.0
MumbaiMirror,2020.0,358,351,163,-0.3742802303262956
MumbaiMirror,2021.0,96,43,17,-0.6991150442477876
MumbaiPolice,2020.0,759,185,432,-0.27455919395465994
MumbaiPolice,2021.0,510,59,166,-0.5088757396449705
MumbaiPolice,2022.0,289,29,24,-0.8466453674121406
MumbaiPolice,2023.0,58,4,20,-0.48717948717948717
MumbaichaDon,2021.0,0,0,18,1.0
MumbaichaDon,2022.0,35,41,3198,0.9783482833281781
MumbaichaDon,2023.0,7,76,2306,0.9939472546476438
NBTDilli,2020.0,518,4,65,-0.7770154373927959
NBTDilli,2021.0,871,42,41,-0.9100877192982456
NBTDilli,2022.0,507,16,48,-0.827027027027027
NBTDilli,2023.0,132,2,18,-0.76
NENowNews,2020.0,52,1,32,-0.23809523809523808
NENowNews,2021.0,122,15,34,-0.5641025641025641
NENowNews,2022.0,58,15,16,-0.5675675675675675
NENowNews,2023.0,9,4,2,-0.6363636363636364
NEWJplus,2020.0,46,15,167,0.568075117370892
NEWJplus,2021.0,22,17,106,0.65625
NEWJplus,2022.0,8,4,34,0.6190476190476191
NEWJplus,2023.0,8,4,16,0.3333333333333333
NH_India,2020.0,4135,52,7,-0.9966199903428296
NH_India,2021.0,6815,108,10,-0.9970695970695971
NH_India,2022.0,2953,94,4,-0.9972945552925262
NH_India,2023.0,1299,155,2,-0.9969254419677172
NITIAayog,2020.0,25,59,676,0.9286733238231099
NITIAayog,2021.0,37,31,912,0.9220231822971549
NITIAayog,2022.0,35,34,518,0.8734177215189873
NITIAayog,2023.0,3,8,97,0.94
NadeemRamAli,2020.0,220,5,1,-0.9909502262443439
NadeemRamAli,2021.0,157,7,3,-0.9625
NadeemRamAli,2022.0,115,24,0,-1.0
NadeemRamAli,2023.0,92,8,1,-0.978494623655914
NagpurKaRajini,2020.0,31,6,279,0.8
NagpurKaRajini,2021.0,15,29,614,0.9523052464228935
NagpurKaRajini,2022.0,4,8,211,0.9627906976744186
NagpurKaRajini,2023.0,1,3,25,0.9230769230769231
NamoApp,2020.0,4,41,348,0.9772727272727273
NamoApp,2021.0,0,12,176,1.0
NamoApp,2022.0,12,47,278,0.9172413793103448
NamoApp,2023.0,3,13,96,0.9393939393939394
NargisBano_,2021.0,2354,1095,23,-0.9806478754732857
NargisBano_,2022.0,303,199,8,-0.9485530546623794
NavbharatTimes,2020.0,891,68,587,-0.20568335588633288
NavbharatTimes,2021.0,1191,132,603,-0.3277591973244147
NavbharatTimes,2022.0,174,36,354,0.3409090909090909
NavbharatTimes,2023.0,66,18,99,0.2
NavroopSingh_,2020.0,36,2,264,0.76
NavroopSingh_,2021.0,237,13,610,0.44037780401416765
NavroopSingh_,2022.0,47,0,39,-0.09302325581395349
NavroopSingh_,2023.0,2,0,1,-0.3333333333333333
NcAsthana,2020.0,267,32,13,-0.9071428571428571
NcAsthana,2021.0,338,25,31,-0.8319783197831978
NcAsthana,2022.0,15,34,237,0.8809523809523809
NcAsthana,2023.0,0,0,16,1.0
Neeraj_chopra1,2020.0,1,0,3,0.5
Neeraj_chopra1,2021.0,724,184,937,0.12823600240818783
Neeraj_chopra1,2022.0,86,38,240,0.4723926380368098
Neeraj_chopra1,2023.0,204,27,31,-0.7361702127659574
NeetuGarg6,2020.0,9,7,288,0.9393939393939394
NeetuGarg6,2021.0,11,26,616,0.9649122807017544
NeetuGarg6,2022.0,0,13,296,1.0
NeetuGarg6,2023.0,1,6,92,0.978494623655914
NewIndianXpress,2020.0,408,26,178,-0.3924914675767918
NewIndianXpress,2021.0,236,31,159,-0.1949367088607595
NewIndianXpress,2022.0,165,32,99,-0.25
NewIndianXpress,2023.0,78,10,26,-0.5
News18Bihar,2020.0,274,91,333,0.09719934102141681
News18Bihar,2021.0,223,114,668,0.4994388327721661
News18Bihar,2022.0,165,96,2073,0.8525469168900804
News18Bihar,2023.0,100,45,613,0.7194950911640954
News18India,2020.0,890,62,1412,0.22675933970460468
News18India,2021.0,2452,286,2786,0.06376479572355861
News18India,2022.0,1334,224,2287,0.2631869649268158
News18India,2023.0,460,136,657,0.17636526410026857
News18Jharkhand,2020.0,42,4,25,-0.2537313432835821
News18Jharkhand,2021.0,51,15,42,-0.0967741935483871
News18Jharkhand,2022.0,140,80,156,0.05405405405405406
News18Jharkhand,2023.0,194,103,104,-0.30201342281879195
News18Rajasthan,2020.0,152,1,52,-0.49019607843137253
News18Rajasthan,2021.0,160,86,55,-0.4883720930232558
News18Rajasthan,2022.0,809,234,473,-0.2620904836193448
News18Rajasthan,2023.0,263,89,158,-0.2494061757719715
News18TamilNadu,2020.0,786,49,381,-0.34704370179948585
News18TamilNadu,2021.0,1527,124,577,-0.4515209125475285
News18TamilNadu,2022.0,777,223,639,-0.09745762711864407
News18TamilNadu,2023.0,975,301,427,-0.3908701854493581
News18UP,2020.0,397,36,389,-0.010178117048346057
News18UP,2021.0,723,123,1186,0.2425353588266108
News18UP,2022.0,481,118,553,0.06963249516441006
News18UP,2023.0,83,26,132,0.22790697674418606
News18lokmat,2020.0,350,155,190,-0.2962962962962963
News18lokmat,2021.0,194,113,211,0.04197530864197531
News18lokmat,2022.0,118,165,78,-0.20408163265306123
News18lokmat,2023.0,66,21,26,-0.43478260869565216
News1IndiaTweet,2020.0,8,0,9,0.058823529411764705
News1IndiaTweet,2021.0,622,40,426,-0.18702290076335878
News1IndiaTweet,2022.0,233,63,360,0.21416526138279932
News1IndiaTweet,2023.0,49,11,93,0.30985915492957744
NewsArenaIndia,2021.0,12,13,1817,0.9868780754510662
NewsArenaIndia,2022.0,66,123,13919,0.990561315695388
NewsArenaIndia,2023.0,40,146,6044,0.9868507560815253
NewsNationTV,2020.0,321,48,952,0.4956794972505892
NewsNationTV,2021.0,645,187,1452,0.38483547925608014
NewsNationTV,2022.0,185,60,385,0.3508771929824561
NewsNationTV,2023.0,33,3,39,0.08333333333333333
NewsX,2020.0,139,44,360,0.44288577154308617
NewsX,2021.0,109,28,161,0.1925925925925926
NewsX,2022.0,58,26,151,0.4449760765550239
NewsX,2023.0,28,4,122,0.6266666666666667
NewsroomPostCom,2020.0,72,20,391,0.6889848812095032
NewsroomPostCom,2021.0,111,56,609,0.6916666666666667
NewsroomPostCom,2022.0,12,13,306,0.9245283018867925
NewsroomPostCom,2023.0,2,0,8,0.6
Nher_who,2020.0,778,17,9,-0.97712833545108
Nher_who,2021.0,1469,347,19,-0.9744623655913979
Nher_who,2022.0,287,47,5,-0.9657534246575342
Nher_who,2023.0,75,10,2,-0.948051948051948
Nidhi,2020.0,1094,107,62,-0.8927335640138409
Nidhi,2021.0,701,46,84,-0.7859872611464969
Nidhi,2022.0,301,85,37,-0.7810650887573964
Nidhi,2023.0,161,26,18,-0.7988826815642458
NidhiKamdarMH,2020.0,15,15,297,0.9038461538461539
NidhiKamdarMH,2021.0,4,21,320,0.9753086419753086
NidhiKamdarMH,2022.0,5,17,135,0.9285714285714286
NidhiKamdarMH,2023.0,5,15,191,0.9489795918367347
NigarNawab,2020.0,56,2,0,-1.0
NigarNawab,2021.0,419,459,5,-0.9764150943396226
NigarNawab,2022.0,1748,318,33,-0.9629421673217293
NigarNawab,2023.0,1257,190,12,-0.9810874704491725
Nitin_Rivaldo,2020.0,4,3,163,0.9520958083832335
Nitin_Rivaldo,2021.0,3,12,209,0.9716981132075472
Nitin_Rivaldo,2022.0,2,8,211,0.9812206572769953
Nitin_Rivaldo,2023.0,0,0,2,1.0
NortheastToday,2021.0,6,3,54,0.8
NortheastToday,2022.0,12,2,71,0.7108433734939759
NortheastToday,2023.0,4,2,13,0.5294117647058824
OpIndia_com,2020.0,209,220,5005,0.919831223628692
OpIndia_com,2021.0,218,349,9722,0.9561368209255533
OpIndia_com,2022.0,44,212,4691,0.9814149947201689
OpIndia_com,2023.0,8,127,1513,0.9894806048652203
OpIndia_in,2020.0,30,57,3144,0.9810964083175804
OpIndia_in,2021.0,246,666,12450,0.9612476370510397
OpIndia_in,2022.0,167,640,17195,0.9807625849556503
OpIndia_in,2023.0,10,267,2794,0.992867332382311
Outlookindia,2020.0,222,78,91,-0.4185303514376997
Outlookindia,2021.0,513,62,85,-0.7157190635451505
Outlookindia,2022.0,57,9,42,-0.15151515151515152
Outlookindia,2023.0,4,2,4,0.0
PBNS_India,2020.0,39,31,835,0.9107551487414187
PBNS_India,2021.0,41,148,1624,0.9507507507507508
PBNS_India,2022.0,56,316,1273,0.9157261098570354
PBNS_India,2023.0,17,48,168,0.8162162162162162
PIBAhmedabad,2020.0,15,28,904,0.9673558215451578
PIBAhmedabad,2021.0,16,43,1898,0.9832810867293625
PIBAhmedabad,2022.0,13,118,1542,0.9832797427652733
PIBAhmedabad,2023.0,0,17,717,1.0
PIBBengaluru,2020.0,3,0,54,0.8947368421052632
PIBBengaluru,2021.0,1,6,172,0.9884393063583815
PIBBengaluru,2022.0,0,18,328,1.0
PIBBengaluru,2023.0,0,3,69,1.0
PIBFactCheck,2020.0,89,41,1772,0.9043524986566363
PIBFactCheck,2021.0,52,63,797,0.8775029446407538
PIBFactCheck,2022.0,17,59,449,0.927038626609442
PIBFactCheck,2023.0,5,35,128,0.924812030075188
PIBHindi,2020.0,32,160,1590,0.9605425400739828
PIBHindi,2021.0,58,130,4769,0.9759685104619846
PIBHindi,2022.0,54,159,4523,0.976403757920035
PIBHindi,2023.0,14,36,2129,0.9869342043863742
PIBHomeAffairs,2020.0,71,30,1007,0.8682745825602969
PIBHomeAffairs,2021.0,8,34,521,0.9697542533081286
PIBHomeAffairs,2022.0,2,40,366,0.9891304347826086
PIBHomeAffairs,2023.0,1,5,50,0.9607843137254902
PIBHyderabad,2020.0,19,4,66,0.5529411764705883
PIBHyderabad,2021.0,5,3,219,0.9553571428571429
PIBHyderabad,2022.0,16,29,398,0.9227053140096618
PIBHyderabad,2023.0,1,8,186,0.9893048128342246
PIBJaipur,2020.0,4,2,539,0.9852670349907919
PIBJaipur,2021.0,8,3,119,0.8740157480314961
PIBJaipur,2022.0,1,16,99,0.98
PIBJaipur,2023.0,0,2,102,1.0
PIBMumbai,2020.0,25,65,1245,0.9606299212598425
PIBMumbai,2021.0,30,65,1571,0.962523422860712
PIBMumbai,2022.0,14,84,709,0.9612724757952974
PIBMumbai,2023.0,4,29,224,0.9649122807017544
PIBTvpm,2020.0,20,3,80,0.6
PIBTvpm,2021.0,7,33,90,0.8556701030927835
PIBTvpm,2022.0,0,14,156,1.0
PIBTvpm,2023.0,1,33,85,0.9767441860465116
PIB_Guwahati,2020.0,4,9,149,0.9477124183006536
PIB_Guwahati,2021.0,4,6,125,0.937984496124031
PIB_Guwahati,2022.0,1,9,169,0.9882352941176471
PIB_Guwahati,2023.0,0,19,51,1.0
PIB_India,2020.0,141,374,6043,0.954398447606727
PIB_India,2021.0,117,626,13733,0.9831046931407942
PIB_India,2022.0,39,434,10161,0.9923529411764705
PIB_India,2023.0,16,173,2842,0.9888033589923023
PIB_Panaji,2020.0,0,3,93,1.0
PIB_Panaji,2021.0,2,5,451,0.9911699779249448
PIB_Panaji,2022.0,0,2,259,1.0
PIB_Panaji,2023.0,0,1,37,1.0
PJkanojia,2020.0,2517,52,104,-0.9206409767264403
PJkanojia,2021.0,2870,714,997,-0.4843547970002586
PJkanojia,2022.0,755,236,142,-0.6833890746934225
PJkanojia,2023.0,193,55,20,-0.812206572769953
PMOIndia,2020.0,2178,4847,127565,0.9664259343471324
PMOIndia,2021.0,2787,10238,154913,0.9646544071020926
PMOIndia,2022.0,1576,8265,104534,0.970294976910753
PMOIndia,2023.0,613,5185,36947,0.9673588924387646
PTI_News,2020.0,2548,217,2217,-0.06946484784889821
PTI_News,2021.0,5124,655,3300,-0.21652421652421652
PTI_News,2022.0,1987,354,2606,0.13477030263444373
PTI_News,2023.0,1292,230,506,-0.4371523915461624
PTTVOnlineNews,2020.0,5136,197,1485,-0.5514272768463978
PTTVOnlineNews,2021.0,6321,336,942,-0.7406030565881867
PTTVOnlineNews,2022.0,2486,281,711,-0.5552080075070378
PTTVOnlineNews,2023.0,1820,256,694,-0.4478918058870326
PadmajaJoshi,2020.0,45,6,64,0.1743119266055046
PadmajaJoshi,2021.0,28,36,479,0.8895463510848126
PadmajaJoshi,2022.0,20,18,208,0.8245614035087719
PadmajaJoshi,2023.0,4,0,23,0.7037037037037037
Pankaj___Sharma,2020.0,609,45,3,-0.9901960784313726
Pankaj___Sharma,2021.0,1429,180,28,-0.9615648592999314
Pankaj___Sharma,2022.0,1067,238,7,-0.9869646182495344
Pankaj___Sharma,2023.0,297,52,6,-0.9603960396039604
ParveenKaswan,2020.0,439,51,1000,0.3898540653231411
ParveenKaswan,2021.0,312,173,779,0.42804766269477545
ParveenKaswan,2022.0,190,54,305,0.23232323232323232
ParveenKaswan,2023.0,49,26,100,0.3422818791946309
PibLucknow,2020.0,1,1,26,0.9259259259259259
PibLucknow,2021.0,1,11,186,0.9893048128342246
PibLucknow,2022.0,1,20,161,0.9876543209876543
PibLucknow,2023.0,1,4,23,0.9166666666666666
PilotSuryasen,2020.0,567,5,2,-0.9929701230228472
PilotSuryasen,2021.0,222,10,0,-1.0
PilotSuryasen,2022.0,122,12,0,-1.0
PoliticalKida,2020.0,15,77,1641,0.9818840579710145
PoliticalKida,2021.0,9,78,1573,0.988621997471555
PoliticalKida,2022.0,59,126,1401,0.9191780821917809
PoliticalKida,2023.0,14,174,588,0.9534883720930233
PoojaB1972,2020.0,170,2,8,-0.9101123595505618
PoojaB1972,2021.0,606,36,7,-0.9771615008156607
PoojaB1972,2022.0,786,98,3,-0.9923954372623575
PoojaB1972,2023.0,45,3,1,-0.9565217391304348
Poojameena110,2020.0,1008,94,34,-0.9347408829174664
Poojameena110,2021.0,1070,192,23,-0.9579139981701739
PragyaLive,2020.0,1097,54,41,-0.9279437609841827
PragyaLive,2021.0,4698,493,209,-0.9148155695944569
PragyaLive,2022.0,1493,164,52,-0.9326860841423948
PragyaLive,2023.0,459,80,10,-0.9573560767590619
PrashantKishor,2020.0,654,41,29,-0.9150805270863837
PrashantKishor,2021.0,467,30,19,-0.9218106995884774
PrashantKishor,2022.0,162,36,50,-0.5283018867924528
PrashantKishor,2023.0,12,5,19,0.22580645161290322
PrashantTandy,2020.0,14,4,0,-1.0
PrashantTandy,2021.0,381,49,7,-0.9639175257731959
PrashantTandy,2022.0,797,100,0,-1.0
PrashantTandy,2023.0,1247,160,8,-0.9872509960159362
PrinceArihan,2020.0,34,15,1178,0.9438943894389439
PrinceArihan,2021.0,39,70,2422,0.9683055668427468
PrinceArihan,2022.0,8,28,1739,0.9908414424728106
PrinceArihan,2023.0,9,24,81,0.8
Profdilipmandal,2020.0,0,2,1,1.0
Profdilipmandal,2021.0,11367,937,630,-0.894973743435859
Profdilipmandal,2022.0,7187,1193,280,-0.9250033480648185
Profdilipmandal,2023.0,1675,243,83,-0.9055745164960182
Pronamotweets,2021.0,13,335,520,0.9512195121951219
Pronamotweets,2022.0,12,53,971,0.9755849440488301
Pun_Starr,2020.0,879,26,7,-0.9841986455981941
Pun_Starr,2021.0,1812,230,33,-0.9642276422764228
Pun_Starr,2022.0,1002,56,25,-0.9513145082765336
Pun_Starr,2023.0,610,25,7,-0.9773095623987034
QuintHindi,2020.0,226,16,7,-0.9399141630901288
QuintHindi,2021.0,296,25,13,-0.9158576051779935
QuintHindi,2022.0,114,17,12,-0.8095238095238095
QuintHindi,2023.0,41,7,4,-0.8222222222222222
RBI,2020.0,48,3,157,0.5317073170731708
RBI,2021.0,5,3,91,0.8958333333333334
RBI,2022.0,5,2,22,0.6296296296296297
RBI,2023.0,8,10,35,0.627906976744186
RNTata2000,2020.0,178,28,318,0.28225806451612906
RNTata2000,2021.0,138,79,446,0.5273972602739726
RNTata2000,2022.0,34,11,64,0.30612244897959184
RNTata2000,2023.0,13,3,27,0.35
RSSorg,2020.0,270,572,9427,0.9443126740228936
RSSorg,2021.0,277,1220,9804,0.9450451344112687
RSSorg,2022.0,272,794,6493,0.9195861049519586
RSSorg,2023.0,57,232,1403,0.9219178082191781
RShivshankar,2020.0,11,8,131,0.8450704225352113
RShivshankar,2021.0,36,32,863,0.9199110122358176
RShivshankar,2022.0,42,71,1243,0.9346303501945525
RShivshankar,2023.0,13,10,174,0.8609625668449198
RachnaUpadhya,2020.0,24,4,74,0.5102040816326531
RachnaUpadhya,2021.0,42,14,110,0.4473684210526316
RachnaUpadhya,2022.0,9,12,134,0.8741258741258742
RachnaUpadhya,2023.0,3,6,23,0.7692307692307693
RadharamnDas,2020.0,6,5,305,0.9614147909967846
RadharamnDas,2021.0,10,58,600,0.9672131147540983
RadharamnDas,2022.0,6,62,819,0.9854545454545455
RadharamnDas,2023.0,2,20,459,0.9913232104121475
RailMinIndia,2020.0,147,78,1651,0.8364849833147943
RailMinIndia,2021.0,94,222,3655,0.9498532942117898
RailMinIndia,2022.0,55,209,2287,0.9530315969257045
RailMinIndia,2023.0,22,91,1736,0.9749715585893061
RaisinaSeries,2020.0,177,5,13,-0.8631578947368421
RaisinaSeries,2021.0,413,7,31,-0.8603603603603603
RaisinaSeries,2022.0,87,1,12,-0.7575757575757576
RaisinaSeries,2023.0,0,0,3,1.0
RajCMO,2020.0,4094,373,123,-0.9416646905382974
RajCMO,2021.0,10849,4051,7,-0.9987103905674282
RajCMO,2022.0,4706,830,3,-0.998725844128265
RajCMO,2023.0,2781,142,1,-0.9992810927390366
RajGovOfficial,2020.0,8353,498,49,-0.9883361104498929
RajGovOfficial,2021.0,37866,8122,4,-0.9997887509902297
RajGovOfficial,2022.0,7291,558,4,-0.9989033584647018
RajGovOfficial,2023.0,3216,167,0,-1.0
RajatSharmaLive,2020.0,388,189,4113,0.8275938680293268
RajatSharmaLive,2021.0,419,495,7116,0.8887856668878567
RajatSharmaLive,2022.0,110,539,3653,0.9415360085038533
RajatSharmaLive,2023.0,74,148,1000,0.8621973929236499
RajeevKSachan,2020.0,4,2,58,0.8709677419354839
RajeevKSachan,2021.0,1,2,128,0.9844961240310077
RajeevKSachan,2022.0,3,8,200,0.9704433497536946
RajeevKSachan,2023.0,0,4,22,1.0
Rajeev_GoI,2021.0,32,70,533,0.8867256637168142
Rajeev_GoI,2022.0,59,192,2200,0.9477644975652944
Rajeev_GoI,2023.0,79,103,1221,0.8784615384615385
RajivKumar1,2020.0,10,73,104,0.8245614035087719
RajivKumar1,2021.0,14,39,265,0.899641577060932
RajivKumar1,2022.0,10,45,49,0.6610169491525424
RajivKumar1,2023.0,0,8,3,1.0
RakeshTikaitBKU,2020.0,137,19,5,-0.9295774647887324
RakeshTikaitBKU,2021.0,13009,1412,453,-0.932699450304561
RakeshTikaitBKU,2022.0,1465,150,55,-0.9276315789473685
RakeshTikaitBKU,2023.0,308,42,2,-0.9870967741935484
Ram_Guha,2020.0,686,75,12,-0.9656160458452722
Ram_Guha,2021.0,315,19,9,-0.9444444444444444
Ram_Guha,2022.0,78,5,1,-0.9746835443037974
Ram_Guha,2023.0,15,1,0,-1.0
RamanDhaka,2020.0,134,41,6,-0.9142857142857143
RamanDhaka,2021.0,603,75,57,-0.8272727272727273
RamanDhaka,2022.0,112,11,13,-0.792
RamanDhaka,2023.0,7,4,2,-0.5555555555555556
RanaAyyub,2020.0,2274,115,44,-0.9620362381363244
RanaAyyub,2021.0,2310,325,23,-0.9802828975567939
RanaAyyub,2022.0,1709,191,11,-0.9872093023255814
RanaAyyub,2023.0,540,52,33,-0.8848167539267016
RanvirShorey,2020.0,16,7,180,0.8367346938775511
