source_row,tweet,original_author,tweet_label,_label_norm,keyword,subjects_scored
4608074,"Rahul Gandhi on Friday said Hinduism and Hindutva are entirely different, contending that a political project based on hate could not be equated to religion.

https://t.co/gXIRcLw5Z2",ttindia,Pro OPP,pro opposition,hindutva,"[{'text': 'hinduism', 'score': 0.5645}, {'text': 'hate', 'score': 0.2935}, {'text': 'could', 'score': 0.0097}]"
863258,"Did Congress play a Me too card on Ram Mandir? @shashitharoor has this to say on Hinduism Vs Hindutva. But he also has a view on PM @NarendraModi beard for the big moment. ""He wanted to appear a Rishi Raj, to say I am sage, I am warrior""- Full intvw coming to @themojo_in https://t.co/75zPTWDe9h",BDUTT,Pro OPP,pro opposition,hindutva,"[{'text': 'hindutva', 'score': 0.5967}, {'text': 'beard', 'score': 0.2319}, {'text': 'card', 'score': 0.2012}]"
4711341,"Do chaar hashtag chalalo.. 
Boycott this.. Boycott that.. 

Bann gayi Hindu Eco System.. 
Bann Gaye Hindutvavadi.. 
Bann Gaye Hinduon Ke Brand Ambassador..

Jiske Jitte Jyaada Followers, Likes Aur RTs Woh Utna Saccha, Himmatwala Aur Mahan.. 
Blue Tick Bhagwaan.

Yeh Hisaab Hai!",SunainaHoley,Pro Ruling,pro ruling,hindutva,"[{'text': 'boycott', 'score': 0.4771}, {'text': 'hindutvavadi', 'score': 0.43}, {'text': 'hashtag', 'score': 0.2972}]"
1919909,"BJP leaders getting beaten/kiIIed in Kerala,West Bengal,Punjab etc non BJP ruled state.

Complete silence

Just touch a thief in any BJP ruled state &amp; boom - Hindutva te₹rorism, failed govt,intolerance, dictatorship, emergency, lahsoon etc will start trending..",MrSinha_,Pro Ruling,pro ruling,hindutva,"[{'text': 'hindutva', 'score': 0.5302}, {'text': 'dictatorship', 'score': 0.408}, {'text': 'trending', 'score': 0.2199}]"
7511901,"Karanata Results are a reminder for the BJP as to what happens when you sideline Hindutva Warriors to appease Shantidoots!

If BJP would've taken a stronger stand for #NupurSharma and #TigerRaja, maybe the results would've shown a different picture. https://t.co/LG46aJ47uY",JaipurDialogues,Pro Ruling,pro ruling,hindutva,"[{'text': 'hindutva', 'score': 0.5428}, {'text': 'results', 'score': 0.3053}, {'text': 'sideline', 'score': 0.1462}]"
219499,"37% gave up 
- Secular values
- Liberal
- Progressive thinking 
- Education 
- Democracy 
- Equality 
- Real Patriotism

37% forced on whole India
- Hindutva agenda
- Narrow thinkng
- Regressive minds 
- Mythological gimmicks 
- Fascism
- Divisiveness 
- Fake Nationalism 

😒😬🙄",BhavikaKapoor5,Pro OPP,pro opposition,hindutva,"[{'text': 'liberal', 'score': 0.4398}, {'text': 'india', 'score': 0.3651}, {'text': 'mythological', 'score': 0.1433}]"
7875964,"Yogi and Shinde HINDUTVA SHOW on  Chhatrapati Shivaji Maharaj Jayanti at Agra Fort.

जय भवानी। जय शिवाजी 😍🔥 https://t.co/yQ1go8ERuH",thakkar_sameet,Pro Ruling,pro ruling,hindutva,"[{'text': 'hindutva', 'score': 0.6307}, {'text': 'yogi', 'score': 0.5544}, {'text': 'show', 'score': 0.3567}]"
8210113,"This is from Sasaram, Bihar.

Sajjad is a poor Muslim man, his house was looted and burnt by Hindutva mob during Ram Navami violence. 

https://t.co/BISjlS43E4",imMAK02,Pro OPP,pro opposition,hindutva,"[{'text': 'sasaram', 'score': 0.5862}, {'text': 'muslim', 'score': 0.4643}, {'text': 'looted', 'score': 0.4144}]"
1494175,Hindutva as Dharmic Resistance  https://t.co/SOvwUexD2b,KreatelyMedia,Pro Ruling,pro ruling,hindutva,"[{'text': 'hindutva', 'score': 0.7299}, {'text': 'resistance', 'score': 0.3834}, {'text': 'as', 'score': 0.225}]"
1060817,"Deep in the Heart of Texas, Dangerous Hindutva Extremists Are Propping Up Democrat’s Campaign https://t.co/qR6EDoJlnU",ashoswai,Pro OPP,pro opposition,hindutva,"[{'text': 'extremists', 'score': 0.6004}, {'text': 'hindutva', 'score': 0.3955}, {'text': 'texas', 'score': 0.3264}]"
2357195,"The 'vikas' plank has failed and Hindutva is looking frayed, so what will be the strategy for 2024? | Harbans Mukhia

https://t.co/HeGTyXwecK",thewire_in,Pro OPP,pro opposition,hindutva,"[{'text': '2024', 'score': 0.4886}, {'text': 'mukhia', 'score': 0.4141}, {'text': 'failed', 'score': 0.2795}]"
7043712,"The Glory of Hindutva 🔥🔥

#KashiTamilSangamam https://t.co/cLDHsrJkMf",BattaKashmiri,Pro Ruling,pro ruling,hindutva,"[{'text': 'hindutva', 'score': 0.8154}, {'text': 'sangam', 'score': 0.5744}, {'text': 'glory', 'score': 0.438}]"
6775156,"Leicester Violence: No RSS, Hindutva Involvement; False Allegations Put Hindu Community At Risk In UK, Says Think Tank

https://t.co/QyX3nzEqo3",SwarajyaMag,Pro Ruling,pro ruling,hindutva,"[{'text': 'hindutva', 'score': 0.5513}, {'text': 'violence', 'score': 0.4825}, {'text': 'risk', 'score': 0.2592}]"
6497644,"‘Cars had stickers of DMK leaders’: Pro-Hindutva LGBTQ activist Gopi Shankar Madurai survives fourth attack, appeals to PM Modi for help

https://t.co/aaXA2bCAfu",OpIndia_com,Pro Ruling,pro ruling,hindutva,"[{'text': 'shankar', 'score': 0.4502}, {'text': 'cars', 'score': 0.2595}, {'text': 'lgbtq', 'score': 0.176}]"
